NO_SEQ_COLL,JR_SEMN_ACCDN,DT_ACCDN,CD_MUNCP,NO_CIVIQ_ACCDN,SFX_NO_CIVIQ_ACCDN,BORNE_KM_ACCDN,RUE_ACCDN,TP_REPRR_ACCDN,ACCDN_PRES_DE,NB_METRE_DIST_ACCD,CD_GENRE_ACCDN,CD_SIT_PRTCE_ACCDN,CD_ETAT_SURFC,CD_ECLRM,CD_ENVRN_ACCDN,NO_ROUTE,CD_CATEG_ROUTE,CD_ETAT_CHASS,CD_ASPCT_ROUTE,CD_LOCLN_ACCDN,CD_POSI_ACCDN,CD_CONFG_ROUTE,CD_ZON_TRAVX_ROUTR,CD_PNT_CDRNL_ROUTE,CD_PNT_CDRNL_REPRR,CD_COND_METEO,NB_VEH_IMPLIQUES_ACCDN,NB_MORTS,NB_BLESSES_GRAVES,NB_BLESSES_LEGERS,HEURE_ACCDN,AN,NB_VICTIMES_TOTAL,GRAVITE,REG_ADM,MRC,nb_automobile_camion_leger,nb_camionLourd_tractRoutier,nb_outil_equipement,nb_tous_autobus_minibus,nb_bicyclette,nb_cyclomoteur,nb_motocyclette,nb_taxi,nb_urgence,nb_motoneige,nb_VHR,nb_autres_types,nb_veh_non_precise,NB_DECES_PIETON,NB_BLESSES_PIETON,NB_VICTIMES_PIETON,NB_DECES_MOTO,NB_BLESSES_MOTO,NB_VICTIMES_MOTO,NB_DECES_VELO,NB_BLESSES_VELO,NB_VICTIMES_VELO,VITESSE_AUTOR,LOC_X,LOC_Y,LOC_COTE_QD,LOC_COTE_PD,LOC_DETACHEE,LOC_IMPRECISION,LOC_LAT,LOC_LONG
SPVM _ 2014 _ 16601,MA,2014/07/29,66023.0,6100.0,,,HENRI BOURASSA E,,,,31.0,,11.0,1.0,3.0,,13.0,,11.0,33.0,,4.0,,,E,11.0,2,0,0,0,12:00:00-12:59:00,2014,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,295780.6055,5052025.1335,A,1,N,N,45.60807,-73.61563
SPVM _ 2019 _ 2989,JE,2019/04/11,66058.0,,,,KILDARE,,WESTMINSTER,,31.0,,11.0,3.0,2.0,,14.0,,11.0,32.0,,3.0,,,,12.0,2,0,0,0,21:00:00-21:59:00,2019,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,291422.719,5035885.0,A,1,N,N,45.46277,-73.67106
SPVM _ 2019 _ 17934,DI,2019/04/21,66023.0,,,,DICKSON,1.0,ONTARIO,,31.0,,11.0,3.0,4.0,,13.0,,11.0,33.0,,3.0,,,,11.0,3,0,0,0,20:00:00-20:59:00,2019,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,302418.427,5047490.684,A,1,N,N,45.56732,-73.53051
SPVM _ 2018 _ 11458,JE,2018/10/11,66023.0,,,,LAVOIE,1.0,COTE STE CATHERINE,,31.0,,12.0,1.0,3.0,,13.0,,11.0,32.0,,3.0,,,S,14.0,2,0,0,0,08:00:00-08:59:00,2018,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,294536.464,5039389.543,A,1,N,N,45.49435,-73.63132
SPVM _ 2014 _ 4671,MA,2014/01/28,66023.0,,,,CLEMENT,1.0,DES OBLATS,,31.0,,12.0,3.0,4.0,,13.0,,11.0,33.0,,3.0,,,,11.0,2,0,0,0,18:00:00-18:59:00,2014,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,293057.9,5032671.472,A,1,N,O,45.43388,-73.65007
SPVM _ 2017 _ 1255,MA,2017/08/22,66097.0,,,,,,,,31.0,,11.0,1.0,3.0,,15.0,,11.0,33.0,,3.0,,,,11.0,2,0,0,0,13:00:00-13:59:00,2017,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,278866.977,5036713.9345,A,1,N,N,45.46987,-73.83166
SPVM _ 2015 _ 7116,SA,2015/05/30,66023.0,,,,CAMILIEN HOUDE,1.0,REMEMBRANCE,100.0,40.0,,12.0,3.0,7.0,,19.0,1.0,14.0,34.0,6.0,2.0,,,N,12.0,1,0,0,1,23:00:00-23:59:00,2015,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,297436.8,5040370.366,A,2,N,N,45.50322,-73.59422
SPVM _ 2018 _ 10560,JE,2018/11/01,66072.0,,,,ROCKLAND,,COTE DE LIESSE,,31.0,,11.0,3.0,2.0,,13.0,,,33.0,,,,,,11.0,2,0,0,0,20:00:00-20:59:00,2018,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,293049.96901,5043035.0,A,1,N,O,45.52713,-73.65042
SPVM _ 2018 _ 20091,VE,2018/05/18,66023.0,7275.0,,,SHERBROOKE,,,,31.0,,11.0,1.0,3.0,,21.0,,11.0,40.0,,9.0,,,,11.0,2,0,0,0,10:00:00-10:59:00,2018,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,301770.095,5049999.354,A,1,O,N,45.58989,-73.53883
SPVM _ 2019 _ 18457,ME,2019/12/18,66023.0,,,,SHERBROOKE E,1.0,MOUSSEAU,,31.0,,12.0,1.0,3.0,,13.0,,11.0,32.0,,3.0,,,,12.0,2,0,0,0,08:00:00-08:59:00,2019,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,302468.175,5051704.591,A,1,N,N,45.60524,-73.52989
SPVM _ 2012 _ 14450,LU,2012/10/08,66023.0,,,,DAVIDSON,1.0,LAFONTAINE,3.0,31.0,,11.0,3.0,2.0,,14.0,,11.0,32.0,,1.0,,,N,11.0,2,0,0,0,19:00:00-19:59:00,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,301352.28599,5044721.99,A,1,N,N,45.5424,-73.54415
SPVM _ 2012 _ 2169,ME,2012/11/07,66087.0,800.0,,,LEIGH CAPREOL,,,,99.0,,11.0,1.0,9.0,,11.0,,11.0,34.0,,1.0,,,,11.0,1,0,0,0,08:00:00-08:59:00,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,285139.40112,5034867.3583,A,1,N,N,45.45346,-73.75137
SPVM _ 2013 _ 17818,SA,2013/07/27,66023.0,,,,SAUVE,1.0,AV MILLEN,,99.0,,11.0,1.0,2.0,,13.0,1.0,11.0,32.0,6.0,2.0,,,,11.0,1,0,0,1,16:00:00-16:59:00,2013,1,Léger,Montréal(06),Montréal (66 ),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,292700.475,5045907.688,A,1,N,N,45.55298,-73.65497
SPVM _ 2018 _ 17313,DI,2018/02/11,66023.0,,,,LACORDAIRE,1.0,METROPOLITAIN,,31.0,,11.0,3.0,3.0,,13.0,,11.0,34.0,,1.0,,,,11.0,2,0,0,0,20:00:00-20:59:00,2018,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,297807.322,5049182.84,A,2,N,O,45.58252,-73.58961
SPVM _ 2014 _ 5316,MA,2014/11/25,66023.0,509.0,,,NEWPORT,,A L OPP DE,,31.0,,11.0,3.0,2.0,,14.0,,11.0,33.0,,2.0,,,,11.0,2,0,0,0,20:00:00-20:59:00,2014,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0,293606.0005,5031370.5,A,1,N,N,45.42218,-73.64304
SPVM _ 2016 _ 4743,VE,2016/11/04,66032.0,,,,DE MAISONNEUVE O,1.0,WOOD,,33.0,,11.0,1.0,2.0,,13.0,1.0,11.0,32.0,5.0,1.0,,,,11.0,2,0,0,1,Non précisé,2016,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40.0,297917.3,5038687.763,A,1,N,N,45.48808,-73.58805
SPVM _ 2016 _ 733,MA,2016/09/27,66142.0,,,,ST JEAN,1.0,LAKE,1.0,32.0,,11.0,1.0,3.0,,13.0,1.0,11.0,32.0,6.0,4.0,,,N,11.0,1,0,0,1,10:00:00-10:59:00,2016,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50.0,278351.0,5037476.36,A,1,N,N,45.47671,-73.8383
SPVM _ 2012 _ 10981,MA,2012/06/05,66023.0,1650.0,,,CEDAR,1.0,COTE DES JEUNES,500.0,,,11.0,1.0,3.0,,13.0,,11.0,34.0,,2.0,,,E,11.0,2,0,0,0,14:00:00-14:59:00,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,297806.99203,5039759.5473,A,1,N,N,45.49772,-73.58948
SPVM _ 2016 _ 16933,LU,2016/08/01,66023.0,,,,,1.0,DES RECOLLETS MTL N,,31.0,,11.0,1.0,2.0,,13.0,1.0,11.0,33.0,6.0,3.0,,,,11.0,2,0,0,1,07:00:00-07:59:00,2016,1,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,293571.3,5050464.312,A,1,N,N,45.59399,-73.64392
SPVM _ 2018 _ 4347,VE,2018/08/31,66023.0,,,,MAISONNEUVE,1.0,GD BD,,31.0,,11.0,3.0,2.0,,14.0,,11.0,32.0,,1.0,,,,11.0,3,0,0,0,22:00:00-22:59:00,2018,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,295406.88999,5036148.022,A,1,N,N,45.4652,-73.62012
SPVM _ 2012 _ 19956,ME,2012/08/15,66023.0,,,,JEAN TALON,1.0,ST HUBERT,,32.0,,11.0,1.0,3.0,,13.0,1.0,11.0,32.0,6.0,3.0,,,,11.0,1,0,0,1,09:00:00-09:59:00,2012,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50.0,295962.622,5044536.472,A,1,N,N,45.54069,-73.61316
SPVM _ 2017 _ 9514,JE,2017/11/16,66023.0,,,,PAPINEAU,1.0,VIGER,,31.0,,12.0,3.0,3.0,,12.0,,11.0,32.0,,1.0,,,,14.0,2,0,0,0,05:00:00-05:59:00,2017,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,301048.401,5042283.305,A,1,N,N,45.52046,-73.54802
SPVM _ 2017 _ 8015,JE,2017/12/14,66023.0,,,,CRESCENT,,,,32.0,,,,,,,,,,,,,,,,1,0,0,1,02:00:00-02:59:00,2017,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,40.0,298987.86801,5039625.8867,A,1,N,N,45.49653,-73.57437
SPVM _ 2016 _ 12822,LU,2016/05/16,66023.0,,,,ST MICHEL,1.0,LOUVAIN,,31.0,,11.0,1.0,3.0,,13.0,1.0,11.0,32.0,6.0,4.0,,,,12.0,2,0,0,0,16:00:00-16:59:00,2016,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,294615.7,5048123.669,A,1,N,N,45.57295,-73.63049
SPVM _ 2017 _ 4117,VE,2017/05/05,66023.0,4335.0,,,OLD ORCHARD,,OPP,10.0,31.0,,12.0,1.0,2.0,,14.0,,11.0,,,1.0,,,E,14.0,2,0,0,0,10:00:00-10:59:00,2017,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,295120.839,5037460.1935,A,1,N,N,45.477,-73.6238
SPVM _ 2014 _ 11608,SA,2014/06/14,66023.0,,,,SAURIOL,1.0,PAPINEAU,,31.0,,12.0,3.0,2.0,,14.0,,11.0,32.0,,2.0,,,E,11.0,2,0,0,0,21:00:00-21:59:00,2014,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,293055.4,5047462.518,A,1,N,N,45.56697,-73.65046
SPVM _ 2014 _ 13193,ME,2014/07/30,66023.0,1425.0,,,JARRY E FACE,,,,31.0,,11.0,1.0,3.0,,13.0,,11.0,33.0,,3.0,,,,11.0,2,0,0,0,08:00:00-08:59:00,2014,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,295344.8,5045670.567,A,1,N,N,45.55088,-73.6211
SPVM _ 2014 _ 9069,DI,2014/10/19,66023.0,,,,LORMIER ET ONTARIO,,,,31.0,,11.0,1.0,2.0,,13.0,,11.0,32.0,,1.0,2.0,,,11.0,2,0,0,0,11:00:00-11:59:00,2014,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,300317.9,5043130.094,A,1,N,N,45.52807,-73.55738
SPVM _ 2012 _ 10901,MA,2012/05/22,66023.0,,,,MCTAVISH,1.0,DES PINS,30.0,33.0,,12.0,1.0,1.0,,13.0,1.0,13.0,33.0,6.0,1.0,,,S,15.0,2,0,0,1,17:00:00-17:59:00,2012,1,Léger,Montréal(06),Montréal (66 ),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,298457.533,5040604.062,A,1,N,N,45.50533,-73.58117
SPVM _ 2015 _ 14513,JE,2015/06/04,66023.0,6963.0,,,ST DOMINIQUE,1.0,BELANGER,25.0,31.0,,11.0,1.0,2.0,,14.0,,11.0,33.0,,1.0,,,N,11.0,2,0,0,0,12:00:00-12:59:00,2015,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,295843.599,5043787.941,A,1,N,N,45.53395,-73.61467
SPVM _ 2012 _ 15426,JE,2012/01/19,66023.0,5195.0,,,EARNSCLIFFE OPP,,,,31.0,,,,2.0,,14.0,,11.0,32.0,,,,,,,2,0,0,0,Non précisé,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,294461.9315,5038095.7975,A,2,N,N,45.48271,-73.63224
SPVM _ 2017 _ 11942,VE,2017/01/27,66023.0,10744.0,,,J J GAGNIER,,,,31.0,,16.0,3.0,2.0,,14.0,,11.0,34.0,,1.0,,,,12.0,2,0,0,0,22:00:00-22:59:00,2017,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,292870.601,5049158.68,A,1,N,N,45.58223,-73.65287
SPVM _ 2013 _ 29131,MA,2013/01/08,66023.0,7275.0,,,SHERBROOKE E,,,,31.0,,16.0,1.0,3.0,,21.0,,11.0,40.0,,9.0,,,,11.0,2,0,0,0,09:00:00-09:59:00,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,301770.095,5049999.354,A,1,O,N,45.58989,-73.53883
SPVM _ 2012 _ 5069,VE,2012/12/21,66047.0,,,,,,14 FENDWICK MTL,,,,18.0,1.0,2.0,,12.0,,11.0,99.0,,2.0,,,,17.0,2,0,0,0,13:00:00-13:59:00,2012,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,293361.70764,5034440.3404,A,1,O,N,45.4498,-73.64623
SPVM _ 2015 _ 9827,MA,2015/11/03,66023.0,,,,ONTARIO,,LECLAIRE,,32.0,,11.0,1.0,2.0,,13.0,1.0,11.0,32.0,6.0,2.0,,,,11.0,1,0,0,1,13:00:00-13:59:00,2015,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,301924.2,5046352.614,A,1,N,N,45.55708,-73.53684
SPVM _ 2013 _ 3816,MA,2013/10/29,66023.0,642.0,,,STE CROIX,,DU COLLEGE,200.0,33.0,,11.0,1.0,1.0,,13.0,1.0,11.0,34.0,6.0,2.0,,,N,11.0,2,0,0,1,17:00:00-17:59:00,2013,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,291279.88243,5041350.5392,A,1,N,N,45.51194,-73.67304
SPVM _ 2015 _ 6096,LU,2015/09/28,66023.0,575.0,,,THERIEN MTL,,,,31.0,,11.0,3.0,2.0,,14.0,,11.0,99.0,,1.0,,,,11.0,2,0,0,0,Non précisé,2015,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,297868.106,5037191.5585,A,1,O,N,45.47462,-73.58866
SPVM _ 2018 _ 2592,JE,2018/12/20,66023.0,,,,AV STE CROIX,1.0,DECELLES,,31.0,,,2.0,1.0,,13.0,1.0,11.0,32.0,6.0,2.0,,,,12.0,2,0,0,1,16:00:00-16:59:00,2018,1,Léger,Montréal(06),Montréal (66 ),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,290916.777,5041671.063,A,1,N,N,45.51482,-73.67769
SPVM _ 2014 _ 1754,LU,2014/04/14,66023.0,8050.0,,,CAVENDISH,1.0,PRES DALTON,100.0,31.0,9.0,11.0,1.0,4.0,,13.0,,21.0,33.0,,2.0,,,E,11.0,2,0,0,0,07:00:00-07:59:00,2014,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,290325.938,5038555.5,A,1,N,N,45.48677,-73.68516
SPVM _ 2019 _ 9217,JE,2019/01/17,66023.0,,,,MACKENZIE,1.0,LEGARE,,32.0,,11.0,1.0,2.0,,14.0,,11.0,32.0,,2.0,,,S,11.0,1,0,0,0,11:00:00-11:59:00,2019,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,293804.46001,5040172.047,A,1,N,N,45.50138,-73.6407
SPVM _ 2013 _ 26487,JE,2013/11/28,66023.0,7462.0,,,LANGELIER,,,10.0,32.0,,12.0,1.0,3.0,,13.0,1.0,11.0,33.0,6.0,4.0,,,E,11.0,1,0,0,1,14:00:00-14:59:00,2013,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50.0,299033.80853,5050203.4697,A,1,N,N,45.59171,-73.5739
SPVM _ 2014 _ 4882,ME,2014/04/30,66023.0,,,,CHAMPLAIN,1.0,GAGNE,50.0,31.0,,12.0,2.0,3.0,,14.0,1.0,11.0,34.0,6.0,2.0,,,S,14.0,2,0,0,1,18:00:00-18:59:00,2014,1,Léger,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,296038.7,5031854.088,A,2,N,N,45.42657,-73.61196
SPVM _ 2012 _ 13528,VE,2012/08/24,66023.0,,,,LOGAN,1.0,PARTHENAIS,,31.0,,11.0,1.0,2.0,,21.0,,11.0,,,,,,,11.0,2,0,0,0,16:00:00-16:59:00,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,300747.59599,5043067.594,A,1,O,N,45.52751,-73.55188
SPVM _ 2013 _ 26057,SA,2013/07/20,66023.0,4375.0,,,JEAN TALON,2.0,DEVANT WINNERS,,31.0,,11.0,1.0,3.0,,21.0,,11.0,40.0,,9.0,,,,11.0,2,0,0,0,14:00:00-14:59:00,2013,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,297861.21355,5047716.0475,A,1,O,N,45.56932,-73.5889
SPVM _ 2015 _ 3086,JE,2015/09/03,66058.0,,,,BAILY,1.0,ROSEDALE,,31.0,,11.0,1.0,2.0,,14.0,1.0,11.0,32.0,6.0,1.0,,,,11.0,2,0,0,1,09:00:00-09:59:00,2015,1,Léger,Montréal(06),Montréal (66 ),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,292649.1,5036657.5,A,1,N,N,45.46974,-73.6554
SPVM _ 2015 _ 6324,LU,2015/06/15,66023.0,1700.0,,,LEBER,,,,59.0,,,1.0,,,21.0,,,,,,,,,,1,0,0,0,Non précisé,2015,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,298376.33159,5036529.6349,B,4,N,N,45.46866,-73.58215
SPVM _ 2012 _ 1523,JE,2012/04/19,66097.0,175.0,,,STILLVIEW,2.0,STAT CLINIQUE MEDICAL,,31.0,,11.0,1.0,3.0,,21.0,,11.0,,,,,,,11.0,2,0,0,0,10:00:00-10:59:00,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,278716.1244,5034545.5457,A,1,O,N,45.45035,-73.83347
SPVM _ 2017 _ 18617,ME,2017/02/08,66023.0,6730.0,,,12E AV,,,,31.0,,16.0,1.0,2.0,,14.0,,11.0,34.0,,1.0,,,,11.0,2,0,0,0,07:00:00-07:59:00,2017,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,297769.87779,5046356.0153,A,1,N,N,45.55708,-73.59005
SPVM _ 2012 _ 1772,ME,2012/07/04,66097.0,6801.0,,,TRANSCANADIENNE,1.0,BD SST JEAN,,31.0,,11.0,1.0,3.0,,22.0,,11.0,40.0,,2.0,,,,11.0,2,0,0,0,Non précisé,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.0,278981.2225,5035854.956,A,1,O,N,45.46215,-73.83015
SPVM _ 2018 _ 17824,LU,2018/09/17,66023.0,4475.0,,,METROPOLITAIN E,,,,59.0,9.0,11.0,1.0,3.0,,11.0,,11.0,34.0,,1.0,2.0,,,11.0,1,0,0,0,06:00:00-06:59:00,2018,0,Dommages matériels seulement,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,297233.40583,5048228.2275,A,1,N,N,45.57392,-73.59695
SPVM _ 2018 _ 14200,DI,2018/06/24,66023.0,,,,,,,,31.0,,12.0,3.0,2.0,,14.0,,11.0,34.0,,2.0,,,,11.0,2,0,0,0,22:00:00-22:59:00,2018,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,294494.66452,5043291.5407,C,4,N,N,45.52946,-73.63193
SPVM _ 2013 _ 26313,SA,2013/10/05,66023.0,,,,LACORDAIRE,1.0,METROPOLITAIN,,31.0,,11.0,1.0,3.0,,13.0,,13.0,33.0,,4.0,,,,11.0,2,0,0,0,16:00:00-16:59:00,2013,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,297807.322,5049182.84,A,1,N,O,45.58252,-73.58961
SPVM _ 2018 _ 7377,ME,2018/04/18,66023.0,,,,ST JACQUES O,1.0,PEEL,,32.0,,11.0,1.0,3.0,,13.0,1.0,11.0,32.0,6.0,3.0,,,N,11.0,1,0,0,1,18:00:00-18:59:00,2018,1,Léger,Montréal(06),Montréal (66 ),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,50.0,299691.049,5039588.057,A,1,N,N,45.4962,-73.56537
SPVM _ 2012 _ 21924,VE,2012/02/24,66023.0,4536.0,,,HUTCHISON,,,,31.0,3.0,16.0,3.0,2.0,0.0,14.0,,11.0,99.0,,1.0,,,,17.0,2,0,0,0,22:00:00-22:59:00,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,297730.15313,5041857.9056,A,1,O,N,45.5166,-73.59049
SPVM _ 2013 _ 25785,SA,2013/04/27,66023.0,5940.0,,,DES GDES PRAIRIES,,,,32.0,,11.0,3.0,3.0,,21.0,1.0,11.0,99.0,10.0,9.0,,,,11.0,4,0,0,1,Non précisé,2013,1,Léger,Montréal(06),Montréal (66 ),4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,296193.942,5051205.2025,A,1,O,N,45.6007,-73.61032
SPVM _ 2012 _ 497,LU,2012/10/08,66023.0,18640.0,,,ANTOINE FAUCON,2.0,A L OPP,,31.0,,11.0,3.0,2.0,,14.0,,11.0,34.0,,2.0,,,,11.0,2,0,0,0,22:00:00-22:59:00,2012,0,Dommages matériels inférieurs au seuil de rapportage,Montréal(06),Montréal (66 ),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0,274181.44023,5034698.6204,A,1,N,N,45.45155,-73.89146
SPVM _ 2017 _ 16297,VE,2017/10/06,66023.0,,,,DELORIMIER,1.0,ST JOSEPH,,33.0,,11.0,3.0,2.0,,13.0,1.0,11.0,32.0,6.0,3.0,,,,11.0,2,0,0,1,01:00:00-01:59:00,2017,1,Léger,Montréal(06),Montréal (66 ),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40.0,298751.454,5044178.784,A,1,N,N,45.5375,-73.57745
